order_id,date,model,brand,release_year,price,region,customer_review,ram,storage,color
ORD1017,2024-09-19,Edge 60,Motorola,2025,599,Africa,Clean Android experience with good performance. Camera quality is decent in daylight.,8,128,Peach Fuzz
ORD1018,2024-11-09,iPhone SE (2025),Apple,2025,429,Africa,Compact size with modern internals. Perfect for users who prefer smaller phones.,6,128,Titanium White
ORD1019,2025-03-11,Nova 13 Pro,Huawei,2025,499,North America,Excellent camera system with AI enhancements. Battery life is impressive for all-day use.,8,256,Emerald Green
ORD1020,2024-04-08,iQOO Neo9,Vivo,2024,399,South America,Gaming beast with excellent cooling system. High refresh rate display is smooth.,8,256,Black
ORD1021,2025-02-07,P4 Pro,Realme,2025,399,Asia,Fast charging gets me through busy days. Camera portrait mode produces professional results.,8,128,Black
ORD1022,2024-10-25,15 Ultra,Xiaomi,2025,999,Europe,Flagship performance with premium materials. MIUI 15 is much more refined than previous versions.,12,512,Blue
ORD1023,2024-07-02,400,Honor,2025,399,Europe,Good value smartphone with reliable performance. Honor's UI improvements are noticeable.,6,128,Purple
ORD1024,2024-01-23,Galaxy Z Fold7,Samsung,2025,1899,Oceania,Revolutionary foldable design perfect for productivity. S Pen support makes it laptop replacement.,16,1024,Burgundy
ORD1025,2025-08-03,iPhone 16 Plus,Apple,2024,899,North America,Large screen and excellent battery life. iOS ecosystem integration is seamless.,8,512,Titanium White
ORD1026,2024-12-14,Edge 60,Motorola,2025,599,South America,Stock Android with useful Moto gestures. Build quality feels solid and premium.,8,128,Black
ORD1027,2025-03-05,Razr 2025,Motorola,2025,699,North America,Stylish flip phone with improved hinge durability. Compact design fits perfectly in pocket.,8,256,Peach Fuzz
ORD1028,2024-12-24,Galaxy Z Fold7,Samsung,2025,1899,Oceania,Productivity powerhouse with excellent multitasking capabilities. Cameras are versatile.,12,512,Phantom Black
ORD1029,2024-12-24,Reno 13,Oppo,2025,399,South America,Sleek design with good camera performance. ColorOS is becoming more user-friendly.,6,128,Black
ORD1030,2025-06-22,A3 Pro,Oppo,2024,299,Asia,Budget-friendly with surprisingly good build quality. Camera does well in good lighting.,4,128,Green
ORD1031,2025-07-26,200,Honor,2024,499,South America,Well-balanced mid-range phone with excellent camera capabilities.,8,256,Black
ORD1032,2024-08-12,14 Ultra,Xiaomi,2024,999,North America,Photography flagship with Leica partnership. Low light performance is exceptional.,12,512,Black
ORD1033,2024-10-10,X200 Ultra,Vivo,2025,999,Africa,Camera-centric flagship with impressive zoom capabilities. Performance is flagship-level.,12,512,Blue
ORD1034,2024-08-09,iPhone 15,Apple,2023,699,Oceania,Solid iPhone with USB-C finally. Dynamic Island is actually useful for notifications.,6,128,Blue Titanium
ORD1035,2024-10-18,iPhone 15,Apple,2023,699,North America,Reliable daily driver with excellent camera system. iOS updates keep it feeling fresh.,6,256,Blue Titanium
ORD1036,2024-02-24,K12,Oppo,2024,249,Europe,Entry-level phone with decent performance for basic tasks. Good value for money.,4,128,Black
ORD1037,2024-06-17,Find X8,Oppo,2024,799,South America,Premium flagship with excellent camera and build quality. Fast charging is incredibly quick.,12,256,Black
ORD1038,2025-04-27,Magic V3,Honor,2024,1399,South America,Impressive foldable with thin design. Multitasking capabilities are excellent for work.,12,512,Black
ORD1039,2024-12-10,Y200,Vivo,2025,299,Asia,Good mid-range option with decent camera and battery life.,6,128,Blue
ORD1040,2024-02-14,Mix Fold 4,Xiaomi,2024,1199,Europe,Innovative foldable design with powerful performance. Large screen great for media.,12,256,Yellow
ORD1041,2024-09-28,iPhone 15,Apple,2023,699,Asia,iOS ecosystem works perfectly with my other Apple devices. Camera quality is excellent.,6,128,Blue Titanium
ORD1042,2025-01-24,Magic 6 Pro,Honor,2024,799,Europe,Flagship performance with competitive pricing. Honor's camera improvements are impressive.,12,512,Purple
ORD1043,2025-06-23,Mate 60 Pro,Huawei,2023,899,Europe,Despite restrictions, still a capable flagship with excellent camera system.,12,256,Emerald Green
ORD1044,2025-01-09,A3 Pro,Oppo,2024,299,North America,Budget phone that punches above its weight. Good for basic smartphone needs.,4,128,Silver
ORD1045,2024-07-03,15T,Realme,2025,349,Oceania,Fast performance for the price. Gaming and multitasking work smoothly.,6,128,Yellow
ORD1046,2024-10-05,A3 Pro,Oppo,2024,299,Africa,Reliable entry-level smartphone with decent camera for social media.,4,128,Black
ORD1047,2024-12-19,Pixel 10 Pro Fold,Google,2025,1799,Europe,Google's foldable attempt is impressive. Pure Android on large screen is fantastic.,12,512,Obsidian
ORD1048,2024-12-26,G85,Motorola,2025,349,South America,Clean Android experience with good battery life. Motorola's gestures are intuitive.,6,128,Black
ORD1049,2025-05-20,X9b,Honor,2024,349,Europe,Durable build quality with good performance. Honor's improvements over Huawei are evident.,6,128,Blue
ORD1050,2025-01-12,P4 Pro,Realme,2025,399,South America,Excellent value for money with fast charging and good camera performance.,8,128,Black
ORD1051,2025-06-21,P4 Pro,Realme,2025,399,Europe,Realme UI has improved significantly. Performance is smooth for daily tasks.,6,128,Black
ORD1052,2025-03-17,Find N5,Oppo,2025,1299,South America,Latest foldable with refined hinge mechanism. Premium build quality throughout.,12,512,Green
ORD1053,2024-06-07,iPhone 15 Pro Max,Apple,2023,1099,Africa,Pro camera features justify the price. Action button is more useful than expected.,8,512,Titanium White
ORD1054,2025-05-06,Galaxy S25 Edge,Samsung,2025,899,Africa,Unique curved design with flagship performance. One UI is polished and feature-rich.,12,256,Green
ORD1055,2024-12-28,Razr Ultra,Motorola,2025,999,South America,Premium flip phone with excellent build quality. Cover screen is very functional.,8,256,Green
ORD1056,2025-04-11,400 Lite,Honor,2025,299,Africa,Entry-level phone with surprising camera quality for the price point.,4,128,Blue
ORD1057,2024-12-16,GT 6,Realme,2025,549,Africa,Gaming-focused phone with excellent cooling and high refresh rate display.,8,256,Yellow
ORD1058,2024-09-11,Note 14,Xiaomi,2025,299,Africa,Reliable Redmi with good battery life and decent performance for the price.,6,128,White
ORD1059,2024-07-08,X7,Xiaomi,2025,399,Europe,POCO brand delivers excellent gaming performance at competitive price.,8,128,Yellow
ORD1060,2025-02-23,Y28,Vivo,2024,199,Africa,Budget smartphone with clean interface and adequate performance for basic use.,4,128,Orange
ORD1061,2025-06-06,Pura 70 Pro,Huawei,2024,899,Europe,Excellent camera system with Leica partnership. Build quality is premium.,12,512,Emerald Green
ORD1062,2024-02-18,Magic 7,Honor,2025,699,Europe,Balanced flagship with good performance and camera capabilities.,8,256,Purple
ORD1063,2024-04-30,Reno 12,Oppo,2024,449,Africa,Mid-range phone with good camera and fast charging capabilities.,6,128,Black
ORD1064,2024-09-13,Edge 60 Pro,Motorola,2025,699,Oceania,Premium Motorola with excellent display and clean Android experience.,8,256,Black
ORD1065,2024-03-14,Note 14 Pro,Xiaomi,2025,349,Africa,Pro features at budget price. Camera improvements over regular Note 14.,6,128,Yellow
ORD1066,2024-05-10,P4 Pro,Realme,2025,399,South America,Fast charging and good gaming performance make this excellent value.,6,128,Yellow
ORD1067,2024-06-10,Reno 13 Pro,Oppo,2025,499,Africa,Premium mid-range with excellent portrait photography capabilities.,8,128,Green
ORD1068,2025-04-23,K12,Oppo,2024,249,Asia,Budget phone with decent build quality and adequate performance.,4,128,Silver
ORD1069,2025-01-29,G Play 2025,Motorola,2025,199,South America,Entry-level phone with clean Android and good battery life.,4,128,Green
ORD1070,2025-09-02,Razr Ultra,Motorola,2025,999,Africa,Premium flip design with improved durability and functionality.,12,512,Black
ORD1071,2024-07-15,P3,Realme,2025,249,Asia,Budget phone with surprising performance for the price point.,4,128,Yellow
ORD1072,2024-07-17,Mate 70 Pro,Huawei,2025,999,Asia,Latest Huawei flagship with impressive camera system and build quality.,12,512,Black
ORD1073,2024-04-01,Mate 70,Huawei,2025,799,Europe,Solid flagship with excellent battery life and camera performance.,8,256,Emerald Green
ORD1074,2025-06-21,X7 Pro,Xiaomi,2025,499,Africa,POCO gaming phone with excellent performance and cooling system.,8,256,Blue
ORD1075,2025-02-23,iPhone 16 Plus,Apple,2024,899,Africa,Large iPhone with excellent battery life and camera system.,8,512,Titanium Black
ORD1076,2025-01-03,Edge 60,Motorola,2025,599,South America,Motorola's premium offering with clean Android and good performance.,8,128,Black
ORD1077,2025-02-22,X9b,Honor,2024,349,Asia,Durable mid-range phone with good camera and battery life.,6,128,Black
ORD1078,2025-07-20,Mate Fold X5,Huawei,2025,1799,North America,Premium foldable with excellent build quality and camera system.,16,512,Emerald Green
ORD1079,2024-05-13,X7 Pro,Xiaomi,2025,499,Oceania,Gaming-focused phone with high refresh rate display and fast charging.,8,256,Yellow
ORD1080,2024-03-16,iPhone 15,Apple,2023,699,Europe,Reliable iPhone with USB-C and improved camera system.,6,256,Titanium Black
ORD1081,2024-10-26,Galaxy Z Flip7 FE,Samsung,2025,699,Oceania,Affordable foldable with Samsung's refined flip design.,8,256,Phantom Black
ORD1082,2025-06-03,Pixel 9 Pro XL,Google,2024,1099,North America,Google's computational photography at its finest. AI features are impressive.,12,512,Hazel
ORD1083,2025-07-17,Pura 70 Pro,Huawei,2024,899,Asia,Leica camera partnership delivers exceptional photo quality.,12,256,White
ORD1084,2024-01-26,Y200,Vivo,2025,299,Africa,Mid-range phone with good performance and camera for the price.,6,128,Blue
ORD1085,2024-02-12,Reno 13,Oppo,2025,399,Oceania,Sleek design with good camera performance and fast charging.,6,128,Silver
ORD1086,2024-07-20,P3,Realme,2025,249,Africa,Entry-level smartphone with adequate performance for basic tasks.,4,128,Black
ORD1087,2025-04-23,15 Pro,Xiaomi,2025,799,Asia,Flagship Xiaomi with premium materials and excellent camera system.,12,256,White
ORD1088,2024-04-26,X7 Pro,Xiaomi,2025,499,Oceania,POCO performance phone with gaming-focused features.,8,256,Blue
ORD1089,2024-11-13,Magic 6 Pro,Honor,2024,799,Oceania,Honor's flagship with excellent camera and build quality.,12,256,Blue
ORD1090,2025-06-24,14 Ultra,Xiaomi,2024,999,North America,Photography flagship with Leica cameras and premium build.,12,512,Yellow
ORD1091,2025-04-15,Mate 70,Huawei,2025,799,Africa,Latest Huawei with impressive camera and battery performance.,12,512,Emerald Green
ORD1092,2024-11-12,Pixel 9a,Google,2025,499,North America,Mid-range Pixel with flagship camera features at lower price.,6,256,Obsidian
ORD1093,2024-12-25,V40,Vivo,2024,499,Europe,Mid-range phone with good camera and sleek design.,8,128,Black
ORD1094,2024-04-27,Pixel 9,Google,2024,799,Europe,Pure Android experience with excellent computational photography.,8,256,Obsidian
ORD1095,2025-06-02,Pixel 9 Pro XL,Google,2024,1099,Africa,Large Pixel with flagship features and incredible camera system.,12,512,Porcelain
ORD1096,2024-07-27,Y200,Vivo,2025,299,Oceania,Reliable mid-range phone with good battery life and performance.,6,128,Orange
ORD1097,2024-04-17,iPhone SE (2025),Apple,2025,429,South America,Compact iPhone with modern internals and classic design.,6,128,Blue Titanium
ORD1098,2024-12-15,Note 14,Xiaomi,2025,299,North America,Budget-friendly Redmi with reliable performance and good battery.,6,128,Yellow
ORD1099,2024-09-04,X Fold3,Vivo,2024,1199,Africa,Vivo's foldable attempt with good performance and camera system.,12,256,Orange
ORD1100,2025-03-11,iPhone 16 Pro Max,Apple,2024,1199,Asia,Top-tier iPhone with Pro camera features and premium build.,12,512,Desert Titanium
ORD1101,2025-05-27,15T,Realme,2025,349,North America,Fast mid-range phone with good gaming performance.,6,128,Blue
ORD1102,2024-02-12,iPhone 15,Apple,2023,699,South America,Solid iPhone with reliable performance and good camera.,6,256,Titanium White
ORD1103,2024-04-17,Razr Ultra,Motorola,2025,999,Asia,Premium flip phone with refined design and functionality.,12,256,Green
ORD1104,2025-05-25,Narzo 70 Pro,Realme,2024,249,South America,Gaming-focused budget phone with decent performance.,6,128,Yellow
ORD1105,2024-02-27,Mate 70,Huawei,2025,799,Africa,Huawei flagship with excellent camera and build quality.,12,256,Black
ORD1106,2024-05-08,V50,Vivo,2025,499,Oceania,Mid-range phone with good camera and sleek design.,8,128,Blue
ORD1107,2024-11-25,Pura 70,Huawei,2024,799,Oceania,Huawei's camera-focused phone with Leica partnership.,12,256,Emerald Green
ORD1108,2024-12-20,Galaxy S25 FE,Samsung,2025,599,Europe,Fan edition with flagship features at lower price point.,8,256,Burgundy
ORD1109,2024-06-24,P4 Pro,Realme,2025,399,North America,Good value phone with fast charging and decent camera.,6,128,Black
ORD1110,2025-03-24,V40,Vivo,2024,499,Europe,Stylish mid-range phone with good camera and performance.,8,128,Orange
ORD1111,2025-01-23,Mate 70 Pro,Huawei,2025,999,South America,Premium Huawei with exceptional camera and build quality.,12,512,Black
ORD1112,2024-06-10,iPhone SE (2025),Apple,2025,429,North America,Compact iPhone perfect for users who prefer smaller phones.,6,128,Desert Titanium
ORD1113,2025-05-30,15 Ultra,Xiaomi,2025,999,North America,Flagship Xiaomi with premium materials and top-tier performance.,12,512,Black
ORD1114,2024-07-07,iPhone 15 Pro,Apple,2023,899,North America,Pro iPhone with advanced camera features and titanium build.,8,512,Desert Titanium
ORD1115,2024-04-17,Nova 13 Pro,Huawei,2025,499,Europe,Mid-range Huawei with good camera and decent performance.,8,256,Black
ORD1116,2024-08-26,Nova 12,Huawei,2024,399,South America,Affordable Huawei with decent camera and build quality.,6,128,Emerald Green
ORD1117,2024-05-24,iQOO Neo9,Vivo,2024,399,Europe,Gaming-focused phone with excellent performance and cooling.,8,256,Blue
ORD1118,2025-08-28,P4,Realme,2025,299,Africa,Budget phone with adequate performance for basic smartphone needs.,4,128,Yellow
ORD1119,2024-01-28,Pixel 9 Pro XL,Google,2024,1099,North America,Large Pixel with incredible camera and pure Android experience.,12,512,Hazel
ORD1120,2024-10-10,Razr Ultra,Motorola,2025,999,North America,Premium flip phone with improved durability and features.,12,256,Green
ORD1121,2024-07-12,200,Honor,2024,499,North America,Well-balanced mid-range phone with good camera capabilities.,8,256,Black
ORD1122,2024-01-30,Pura 70 Pro,Huawei,2024,899,Asia,Leica camera system delivers professional-quality photos.,12,512,White
ORD1123,2025-01-13,X200 Pro,Vivo,2025,899,Oceania,Camera-centric flagship with impressive zoom and portrait capabilities.,12,512,Black
ORD1124,2024-01-05,X7,Xiaomi,2025,399,South America,POCO phone with excellent gaming performance at competitive price.,8,128,Yellow
ORD1125,2024-09-18,Note 14 Pro,Xiaomi,2025,349,Africa,Pro version of budget phone with improved camera and performance.,6,128,Black
ORD1126,2024-07-12,Galaxy S25 Ultra,Samsung,2025,1299,North America,Samsung's flagship with S Pen and incredible camera system.,16,512,Green
ORD1127,2024-03-17,Galaxy S25 Ultra,Samsung,2025,1299,Asia,Top-tier Samsung with premium build and flagship performance.,12,512,Green
ORD1128,2024-12-24,15 Pro,Realme,2025,499,Oceania,Mid-range phone with pro features and fast charging.,8,256,Black
ORD1129,2024-09-27,Edge 60 Pro,Motorola,2025,699,Africa,Premium Motorola with excellent display and clean Android.,8,256,Peach Fuzz
ORD1130,2024-11-05,Galaxy Z Flip7 FE,Samsung,2025,699,Oceania,Affordable foldable with Samsung's refined flip mechanism.,8,256,Phantom Silver
ORD1131,2024-10-11,iPhone 16 Pro,Apple,2024,999,North America,Latest Pro iPhone with advanced camera and titanium build.,12,512,Titanium White
ORD1132,2024-04-14,Nova 12,Huawei,2024,399,South America,Mid-range Huawei with decent camera and performance.,6,128,White
ORD1133,2024-05-20,iPhone 15 Pro Max,Apple,2023,1099,South America,Large Pro iPhone with exceptional camera and build quality.,8,512,Desert Titanium
ORD1134,2024-10-02,X7,Xiaomi,2025,399,North America,Gaming phone with high refresh rate and excellent cooling.,8,128,Blue
ORD1135,2025-04-28,Razr Ultra,Motorola,2025,999,Asia,Premium flip phone with stylish design and good functionality.,12,256,Peach Fuzz
ORD1136,2024-10-01,X7 Pro,Xiaomi,2025,499,Asia,High-performance POCO with gaming-focused features.,8,256,White
ORD1137,2024-08-16,iPhone 16,Apple,2024,799,Asia,Latest iPhone with improved performance and camera system.,8,256,Blue Titanium
ORD1138,2024-10-15,Galaxy A56,Samsung,2025,449,Oceania,Mid-range Samsung with good camera and One UI experience.,6,128,Phantom Black
ORD1139,2024-02-18,X7 Pro,Xiaomi,2025,499,Asia,Gaming phone with excellent performance and cooling system.,8,256,Blue
ORD1140,2024-03-24,Galaxy S25+,Samsung,2025,999,Europe,Large flagship Samsung with premium features and build.,12,512,Phantom Black
ORD1141,2024-12-02,Find X8,Oppo,2025,799,Europe,Premium Oppo with excellent camera and fast charging.,12,512,Black
ORD1142,2024-12-23,Galaxy S25 Edge,Samsung,2025,899,South America,Unique curved Samsung with flagship performance.,12,256,Phantom Silver
ORD1143,2024-09-17,14 Ultra,Xiaomi,2024,999,South America,Photography flagship with Leica cameras and premium build.,12,512,Black
ORD1144,2025-03-14,G Play 2025,Motorola,2025,199,Asia,Basic smartphone with clean Android and adequate performance.,4,128,Green
ORD1145,2024-02-25,Pixel 10 Pro Fold,Google,2025,1799,Africa,Google's foldable with pure Android and excellent camera.,12,512,Porcelain
ORD1146,2025-02-08,Note 14 Pro,Xiaomi,2025,349,Oceania,Budget phone with pro features and good value.,6,128,Black
ORD1147,2024-06-09,Pura 70 Ultra,Huawei,2024,1199,Oceania,Top-tier Huawei with exceptional camera and premium build.,12,512,White
ORD1148,2024-01-05,400 Lite,Honor,2025,299,Europe,Entry-level Honor with decent performance for basic tasks.,4,128,Blue
ORD1149,2024-11-21,Reno 12 FS,Oppo,2024,349,Oceania,Mid-range Oppo with good camera and sleek design.,6,128,Green
ORD1150,2024-05-02,200,Honor,2024,499,North America,Well-balanced Honor with good camera and performance.,8,256,Blue
ORD1151,2024-02-13,Reno 12 Pro,Oppo,2024,449,Europe,Premium mid-range with excellent portrait photography.,8,128,Green
ORD1152,2024-10-24,Pixel 9a,Google,2025,499,North America,Mid-range Pixel with flagship camera at affordable price.,6,256,Obsidian
ORD1153,2024-11-21,X200 Ultra,Vivo,2025,999,North America,Camera-focused flagship with impressive zoom capabilities.,12,512,Blue
ORD1154,2025-08-08,A3 Pro,Oppo,2024,299,North America,Budget phone with decent build quality and performance.,4,128,Silver
ORD1155,2024-05-16,P4 Pro,Realme,2025,399,South America,Good value phone with fast charging and decent camera.,8,128,Black
ORD1156,2025-03-24,Pixel 10 Pro XL,Google,2025,1099,Africa,Large Pixel with flagship features and incredible camera.,12,512,Obsidian
ORD1157,2024-03-24,Magic 7 Pro,Honor,2025,899,Europe,Honor flagship with excellent camera and build quality.,12,256,Blue
ORD1158,2024-05-28,Magic V5,Honor,2025,1499,Asia,Premium foldable with excellent build and performance.,12,512,Blue
ORD1159,2024-07-06,X200 Pro,Vivo,2025,899,North America,Camera-centric phone with flagship performance.,12,512,Black
ORD1160,2024-04-26,Pixel 9a,Google,2025,499,North America,Affordable Pixel with great camera and pure Android.,6,256,Porcelain
ORD1161,2024-10-30,Edge 60,Motorola,2025,599,North America,Clean Android experience with good performance.,8,128,Black
ORD1162,2024-10-18,Galaxy S25+,Samsung,2025,999,South America,Large Samsung flagship with premium features.,12,512,Burgundy
ORD1163,2024-11-09,Edge 2025,Motorola,2025,549,Africa,Mid-range Motorola with clean Android and good build.,8,128,Peach Fuzz
ORD1164,2025-01-01,iPhone 15 Pro Max,Apple,2023,1099,South America,Large Pro iPhone with exceptional camera system.,8,512,Desert Titanium
ORD1165,2025-05-07,Magic 7,Honor,2025,699,Asia,Honor flagship with good camera and performance.,8,256,Black
ORD1166,2024-12-12,Magic 7,Honor,2025,699,Africa,Balanced flagship with excellent build quality.,8,256,Purple
ORD1167,2025-03-13,Find X8 Pro,Oppo,2025,999,Oceania,Premium Oppo with flagship features and camera.,12,256,Silver
ORD1168,2024-08-23,P4 Pro,Realme,2025,399,South America,Fast-charging phone with good gaming performance.,8,128,Black
ORD1169,2025-02-16,Pixel 10 Pro XL,Google,2025,1099,Africa,Large Pixel with computational photography excellence.,12,512,Hazel
ORD1170,2024-01-23,Pixel 8a,Google,2024,499,South America,Mid-range Pixel with flagship camera features.,6,256,Hazel
ORD1171,2025-04-21,200,Honor,2024,499,Oceania,Well-rounded Honor with good camera and build.,8,256,Black
ORD1172,2025-01-13,Mix Fold 4,Xiaomi,2024,1199,North America,Foldable phone with flagship performance and features.,12,512,Black
ORD1173,2025-07-02,G Play 2025,Motorola,2025,199,Europe,Entry-level phone with clean Android experience.,4,128,Peach Fuzz
ORD1174,2024-12-04,K12,Oppo,2024,249,South America,Budget Oppo with adequate performance for basic use.,4,128,Silver
ORD1175,2024-02-04,Find N2 Flip,Oppo,2023,899,South America,Foldable flip phone with good build and camera.,8,512,Black
ORD1176,2024-10-02,Pixel 9 Pro XL,Google,2024,1099,Africa,Large Pixel with exceptional computational photography.,12,512,Hazel
ORD1177,2024-09-30,400 Lite,Honor,2025,299,North America,Entry-level Honor with decent performance for price.,4,128,Blue
ORD1178,2025-06-05,G85,Motorola,2025,349,Africa,Mid-range Motorola with clean Android and good battery.,6,128,Green
ORD1179,2025-02-14,S19 Pro,Vivo,2024,449,Europe,Mid-range Vivo with good camera and performance.,8,128,Black
ORD1180,2024-03-10,X7,Xiaomi,2025,399,Oceania,Gaming-focused POCO with excellent performance.,8,128,Black
ORD1181,2025-05-03,Edge 60,Motorola,2025,599,Asia,Premium Motorola with clean Android and good build.,8,128,Green
ORD1182,2024-01-04,C65,Realme,2024,199,Asia,Entry-level phone with basic features and performance.,3,128,Yellow
ORD1183,2024-12-26,Magic 7 Pro,Honor,2025,899,North America,Honor flagship with excellent camera and build quality.,12,256,Purple
ORD1184,2024-06-06,GT 6,Realme,2024,549,Asia,Gaming phone with high refresh rate and fast charging.,8,256,Yellow
ORD1185,2024-11-27,Find N2 Flip,Oppo,2023,899,South America,Flip phone with refined hinge and good camera.,8,256,Silver
ORD1186,2024-07-04,Find X8 Pro,Oppo,2025,999,Europe,Premium Oppo with flagship camera and performance.,12,256,Green
ORD1187,2024-03-30,P4 Pro,Realme,2025,399,North America,Good value with fast charging and decent camera.,8,128,Black
ORD1188,2024-02-01,14T Pro,Xiaomi,2024,649,Asia,Mid-range flagship with good camera and performance.,8,256,Blue
ORD1189,2024-11-22,C65,Realme,2024,199,South America,Basic smartphone with adequate performance for price.,3,128,Yellow
ORD1190,2025-07-08,V50,Vivo,2025,499,South America,Mid-range Vivo with good camera and sleek design.,8,128,Orange
ORD1191,2024-05-23,14 Ultra,Xiaomi,2024,999,Africa,Photography flagship with Leica cameras and premium build.,12,512,White
ORD1192,2024-05-27,15,Xiaomi,2025,699,South America,Flagship Xiaomi with balanced performance and features.,8,256,Yellow
ORD1193,2024-09-27,14T Pro,Xiaomi,2024,649,South America,Mid-range flagship with good camera capabilities.,8,256,White
ORD1194,2024-01-08,Mate 60 Pro,Huawei,2023,899,North America,Flagship Huawei with excellent camera and build.,12,512,Black
ORD1195,2024-05-25,iPhone SE (2025),Apple,2025,429,Oceania,Compact iPhone with modern performance in classic design.,6,128,Blue Titanium
ORD1196,2025-05-27,iPhone 16 Pro,Apple,2024,999,Asia,Pro iPhone with advanced camera system and titanium build.,12,512,Blue Titanium
ORD1197,2025-01-29,G Play 2025,Motorola,2025,199,Africa,Entry-level phone with stock Android experience.,4,128,Green
ORD1198,2025-05-14,Galaxy Z Flip7 FE,Samsung,2025,699,North America,Affordable foldable with Samsung's refined flip design.,8,256,Burgundy
ORD1199,2024-09-13,iPhone 16 Pro Max,Apple,2024,1199,South America,Top-tier iPhone with Pro camera features and large display.,12,512,Blue Titanium
ORD1200,2024-08-20,Find N5,Oppo,2025,1299,Africa,Latest foldable with improved hinge and premium build.,12,512,Green
order_id,date,model,brand,release_year,price,region,customer_review,ram,storage,color
ORD1201,2024-11-15,Galaxy A35,Samsung,2024,329,Europe,Camera is decent for the price but performance can be sluggish with multiple apps. Battery lasts all day which is great.,6,128,Phantom Black
ORD1202,2024-03-22,iPhone 15,Apple,2023,649,North America,Love the reliability and excellent camera but battery life could be better. Face ID works perfectly though.,6,128,Pink
ORD1203,2024-09-08,GT 5 Pro,Realme,2024,449,Asia,Fast charging is amazing - 0 to 100% in 30 minutes! Camera quality is good but low light performance could be better.,8,256,Blue
ORD1204,2024-01-17,Y100,Vivo,2024,249,Africa,Good value for money with decent camera. Performance is smooth for basic tasks but gaming can be laggy.,4,128,Gold
ORD1205,2024-12-03,Magic 6 Pro,Honor,2024,749,Europe,Premium build quality and excellent display. Magic OS is improving but still not as polished as Samsung's One UI.,8,256,Silver
ORD1206,2024-04-11,Galaxy S24 FE,Samsung,2024,699,Oceania,Solid performance and great camera but feels like a downgrade from flagship S24. One UI is fantastic though.,8,256,Phantom Silver
ORD1207,2024-08-29,Redmi Note 13,Xiaomi,2024,329,South America,Excellent battery life and decent camera for the price. MIUI has too many ads which is annoying.,6,128,Green
ORD1208,2024-06-14,Pixel 8a,Google,2024,549,North America,Pure Android experience is wonderful. Camera AI is impressive but phone can get warm during heavy usage.,8,256,Sage
ORD1209,2024-10-07,Edge 50,Motorola,2024,649,Asia,Clean Android with useful Moto gestures. Performance is good but camera struggles in low light compared to competitors.,8,256,Cosmic Black
ORD1210,2024-02-25,Find X7,Oppo,2024,899,Europe,Beautiful design and fast charging. ColorOS has improved significantly but camera app can be slow to launch.,12,512,Aurora
ORD1211,2024-07-16,iPhone 15 Pro,Apple,2023,899,North America,iOS features are great and camera quality is excellent. Price is high but build quality justifies it.,8,256,Natural Titanium
